"pays","longitude","latitude","eve_jour","eve_mois","eve_annee","sou_descriptif_evenement","imp_bati","imp_ouvrage_protection","imp_infrastructure_port","imp_mer","imp_reseau_transport","imp_autre_reseau","imp_foncier_agricole","imp_cote","imp_infrastructure_public","imp_vegetation","imp_degat_humain","imp_risque_techno","imp_descriptif"
"France","1.8677200095709736","50.969398499641215",9,2,1974,"Dunkerque 0.39m, Calais: 0.19m, Boulogne : 0.38, Dieppe: 0.29m, Le Havre : 0.52m, Brest: 0.20m, Saint Nazaire: 0.19m, La Rochelle - La Pallice: 0.07, Ile d'Aix : 0.03m, Port-Bloc: 0.05, Socoa: -0.03m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.39m, Calais: 0.19m, Boulogne : 0.38, Dieppe: 0.29m, Le Havre : 0.52m, Brest: 0.20m, Saint Nazaire: 0.19m, La Rochelle - La Pallice: 0.07, Ile d'Aix : 0.03m, Port-Bloc: 0.05, Socoa: -0.03m"
"France","-4.495039939341552","48.38290023985434",9,2,1974,"Dunkerque 0.39m, Calais: 0.19m, Boulogne : 0.38, Dieppe: 0.29m, Le Havre : 0.52m, Brest: 0.20m, Saint Nazaire: 0.19m, La Rochelle - La Pallice: 0.07, Ile d'Aix : 0.03m, Port-Bloc: 0.05, Socoa: -0.03m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.39m, Calais: 0.19m, Boulogne : 0.38, Dieppe: 0.29m, Le Havre : 0.52m, Brest: 0.20m, Saint Nazaire: 0.19m, La Rochelle - La Pallice: 0.07, Ile d'Aix : 0.03m, Port-Bloc: 0.05, Socoa: -0.03m"
"France","-4.341551156460525","47.81218691169681",9,2,1974,"Le Relecq-Kerhuon: Route coupée à trois endroits // Loctudy, pointe du Sémaphore, inondations de plusieurs caves et jardins // Penmarc'h, Inondation de la criée du port de Saint Guénolé et inondations de plusieurs caves dans les quartiers de Kervily et du Goret",True,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Inondation de la criée du port de Saint Guénolé et inondations de plusieurs caves dans les quartiers de Kervily et du Goret"
"France","-1.2206499578291528","46.15850067126911",9,2,1974,"Dunkerque 0.39m, Calais: 0.19m, Boulogne : 0.38, Dieppe: 0.29m, Le Havre : 0.52m, Brest: 0.20m, Saint Nazaire: 0.19m, La Rochelle - La Pallice: 0.07, Ile d'Aix : 0.03m, Port-Bloc: 0.05, Socoa: -0.03m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.39m, Calais: 0.19m, Boulogne : 0.38, Dieppe: 0.29m, Le Havre : 0.52m, Brest: 0.20m, Saint Nazaire: 0.19m, La Rochelle - La Pallice: 0.07, Ile d'Aix : 0.03m, Port-Bloc: 0.05, Socoa: -0.03m"
"France","-4.401436831644332","48.4031562035961",9,2,1974,"Le Relecq-Kerhuon: Route coupée à trois endroits // Loctudy, pointe du Sémaphore, inondations de plusieurs caves et jardins // Penmarc'h, Inondation de la criée du port de Saint Guénolé et inondations de plusieurs caves dans les quartiers de Kervily et du Goret",NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Route coupée à trois endroits"
"France","-4.187801129518334","47.82506384542029",9,2,1974,"Le Relecq-Kerhuon: Route coupée à trois endroits // Loctudy, pointe du Sémaphore, inondations de plusieurs caves et jardins // Penmarc'h, Inondation de la criée du port de Saint Guénolé et inondations de plusieurs caves dans les quartiers de Kervily et du Goret",True,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,"[...] pointe du Sémaphore, inondations de plusieurs caves et jardins"
"France","-3.820324485286619","48.60020988387919",11,2,1974,"11 février : 3ième violente tempête - le littoral de la Manche et de l'Atlantique subit d'importantes érosions - la ville de Morlaix (Finistère) est en partie inondée - les vents atteignent de nouveau 130 à  170 km/h sur les côtes du nord-ouest et 100 à  130 km/h dans les terres.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,True,NULL,NULL,NULL,"11 février : 3ième violente tempête - le littoral de la Manche et de l'Atlantique subit d'importantes érosions - la ville de Morlaix (Finistère) est en partie inondée - les vents atteignent de nouveau 130 à  170 km/h sur les côtes du nord-ouest et 100 à  130 km/h dans les terres."
"France","-4.187801129518334","47.82506384542029",11,2,1974,"Loctudy // Camaret Quartier rue du Pré, 70cm d'eau / Goulven, routé coupée sur 80m, 3 maisons inondées sous 10 cm d'eau",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Loctudy"
"France","-4.5877576357061685","48.26789232587032",11,2,1974,"Loctudy // Camaret Quartier rue du Pré, 70cm d'eau / Goulven, routé coupée sur 80m, 3 maisons inondées sous 10 cm d'eau",NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Quartier rue du Pré, 70cm d'eau"
"France","-4.295596281942721","48.62384013721271",11,2,1974,"Loctudy // Camaret Quartier rue du Pré, 70cm d'eau / Goulven, routé coupée sur 80m, 3 maisons inondées sous 10 cm d'eau",True,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[...] routé coupée sur 80m, 3 maisons inondées sous 10 cm d'eau"
"France","-1.2206499578291528","46.15850067126911",5,7,1974,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03"
"France","1.0844900003134512","49.92916999999568",5,7,1974,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03"
"France","-1.635508000093978","49.651446999979214",5,7,1974,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03"
"France","1.8677200095709736","50.969398499641215",5,7,1974,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03"
"France","-4.495039939341552","48.38290023985434",5,7,1974,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Calais : 0.02 // Boulogne-sur-Mer : 0.22 // Dieppe : 0.15 // Le Havre : 0.09 // Cherbourg : 0.10 // Roscoff : 0.05 // Le Conquet : 0.17 // Brest : 0.02 // Saint-Nazaire :0.11 // La Rochelle - La Pallice : 0.09 // Port Bloc : 0.03"
"France","-4.335422499683765","47.888871639095214",18,3,1976,"Tréguennec, inondation des palus en arrière de la brèche",NULL,NULL,NULL,NULL,NULL,NULL,True,True,NULL,NULL,NULL,NULL,"Tréguennec, inondation des palus en arrière de la brèche"
"France","-4.187801129518334","47.82506384542029",25,10,1976,"Loctudy, inondation par franchissement",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Loctudy, inondation par franchissement"
"France","1.0844900003134512","49.92916999999568",2,12,1976,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m"
"France","-1.2206499578291528","46.15850067126911",2,12,1976,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m"
"France","-1.635508000093978","49.651446999979214",2,12,1976,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m"
"France","-1.5148300000043378","43.5273200003179",2,12,1976,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m"
"France","1.8677200095709736","50.969398499641215",2,12,1976,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m"
"France","-4.495039939341552","48.38290023985434",2,12,1976,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 0.75m, Calais: 0.03m, Boulogne : 0.18, Dieppe: 0.43m, Le Havre : 0.51m, Cherbourg : 0.42m, Le Conquet : 0.22m, Brest: 0.24m, Saint Nazaire: 0.40m, La Rochelle - La Pallice: 0.40, Port-Bloc: 0.70, Boucau : 0.76m"
"France","1.8677200095709736","50.969398499641215",13,11,1977,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m"
"France","-1.5148300000043378","43.5273200003179",13,11,1977,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m"
"France","-1.635508000093978","49.651446999979214",13,11,1977,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m"
"France","1.0844900003134512","49.92916999999568",13,11,1977,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m"
"France","1.3720200766653647","50.05305242572905",13,11,1977,"Inondation de l'avenue Foch, de la rue Pierre et Marie Curie, et des rues adjacentes. Brèche de plusieurs mètres dans la digue parapet de l'esplanade entre Mers et Le Tréport",NULL,True,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Inondation de l'avenue Foch, de la rue Pierre et Marie Curie, et des rues adjacentes. Brèche de plusieurs mètres dans la digue parapet de l'esplanade entre Mers et Le Tréport"
"France","1.4053697835888102","50.07089733764218",13,11,1977,"Inondation de l'avenue Foch, de la rue Pierre et Marie Curie, et des rues adjacentes. Brèche de plusieurs mètres dans la digue parapet de l'esplanade entre Mers et Le Tréport",NULL,True,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Inondation de l'avenue Foch, de la rue Pierre et Marie Curie, et des rues adjacentes. Brèche de plusieurs mètres dans la digue parapet de l'esplanade entre Mers et Le Tréport"
"France","-4.495039939341552","48.38290023985434",13,11,1977,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m"
"France","-1.2206499578291528","46.15850067126911",13,11,1977,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque : 0.50m, Calais : 0.24m, Boulogne-sur-Mer : 0.33m, Dieppe : 0.30m, Le Havre : 0.61m, Cherbourg : 0.05m, Roscoff : 0.02m, Le Conquet : 0.03m, Brest : 0.00, Port-Tudy : 0.01m, Saint-Nazaire : 0.22m, La Rochelle : -0.01m, Port-Bloc : -0.02m, Boucau : 0.01m, Socoa : 0.04m"
"France","1.4053697835888102","50.07089733764218",15,11,1977,"Inondation de l'avenue Foch par 40 à 50 cm d'eau du quartier du Dépôt, de la rue Pierre et Marie Curie et des rues adjacentes jusqu'à la hauteur de la mairie, 450 maisons inondées. ""Une vieille femme, Mme Jeanne Legrand habitant seule dans une maison en bois de l'impasse Leroy dans ce quartier que l'on nomme à Mers - Le Dépôt - a trouvé la mort par noyade alors qu'elle dormait. """,True,NULL,NULL,NULL,True,NULL,NULL,NULL,True,NULL,True,NULL,"Inondation de l'avenue Foch par 40 à 50 cm d'eau du quartier du Dépôt, de la rue Pierre et Marie Curie et des rues adjacentes jusqu'à la hauteur de la mairie, 450 maisons inondées. Une vieille femme, Mme Jeanne Legrand habitant seule dans une maison en bois de l'impasse Leroy dans ce quartier que l'on nomme à Mers - Le Dépôt - a trouvé la mort par noyade alors qu'elle dormait. "" """
"France","-4.495039939341552","48.38290023985434",11,1,1978,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26"
"France","-3.9892013176864793","48.672461474617535",11,1,1978,"Brignogan, restaurant inondé // Trédrez-Locquémeau, Submersion de la route // Ploubalzanec, Inondation de plusieurs propriétés privées // Saint-Pol-de-Léon, inondation du camping du man // Plérin Les Rosaires, inondations des caves des maisons du front de mer (1m d'eau) brèche dans la digue // Carantec, route coupée // Saint-Quay-Portrieux, Casino inondé puis effondré // Saint-Malo Le sillon",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[...] inondation du camping du man"
"France","1.0844900003134512","49.92916999999568",11,1,1978,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26"
"France","-3.5667982795351314","48.698491064886795",11,1,1978,"Brignogan, restaurant inondé // Trédrez-Locquémeau, Submersion de la route // Ploubalzanec, Inondation de plusieurs propriétés privées // Saint-Pol-de-Léon, inondation du camping du man // Plérin Les Rosaires, inondations des caves des maisons du front de mer (1m d'eau) brèche dans la digue // Carantec, route coupée // Saint-Quay-Portrieux, Casino inondé puis effondré // Saint-Malo Le sillon",NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Submersion de la route"
"France","-1.5148300000043378","43.5273200003179",11,1,1978,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26"
"France","-3.045144431769927","48.80548159240175",11,1,1978,"Brignogan, restaurant inondé // Trédrez-Locquémeau, Submersion de la route // Ploubalzanec, Inondation de plusieurs propriétés privées // Saint-Pol-de-Léon, inondation du camping du man // Plérin Les Rosaires, inondations des caves des maisons du front de mer (1m d'eau) brèche dans la digue // Carantec, route coupée // Saint-Quay-Portrieux, Casino inondé puis effondré // Saint-Malo Le sillon",True,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,"Inondation de plusieurs propriétés privées"
"France","-3.9153720657969746","48.66390321970604",11,1,1978,"Brignogan, restaurant inondé // Trédrez-Locquémeau, Submersion de la route // Ploubalzanec, Inondation de plusieurs propriétés privées // Saint-Pol-de-Léon, inondation du camping du man // Plérin Les Rosaires, inondations des caves des maisons du front de mer (1m d'eau) brèche dans la digue // Carantec, route coupée // Saint-Quay-Portrieux, Casino inondé puis effondré // Saint-Malo Le sillon",NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carantec, route coupée"
"France","-1.9808264633704198","48.63974171310974",11,1,1978,"Brignogan, restaurant inondé // Trédrez-Locquémeau, Submersion de la route // Ploubalzanec, Inondation de plusieurs propriétés privées // Saint-Pol-de-Léon, inondation du camping du man // Plérin Les Rosaires, inondations des caves des maisons du front de mer (1m d'eau) brèche dans la digue // Carantec, route coupée // Saint-Quay-Portrieux, Casino inondé puis effondré // Saint-Malo Le sillon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,True,NULL,NULL,NULL,"Saint-Malo Le sillon"
"France","-2.8439090811390315","48.65400419094084",11,1,1978,"Brignogan, restaurant inondé // Trédrez-Locquémeau, Submersion de la route // Ploubalzanec, Inondation de plusieurs propriétés privées // Saint-Pol-de-Léon, inondation du camping du man // Plérin Les Rosaires, inondations des caves des maisons du front de mer (1m d'eau) brèche dans la digue // Carantec, route coupée // Saint-Quay-Portrieux, Casino inondé puis effondré // Saint-Malo Le sillon",True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[...] Casino inondé puis effondré"
"France","-1.2206499578291528","46.15850067126911",11,1,1978,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dunkerque 1.10m, Calais: 0.64m, Boulogne : 0.29, Dieppe: 0.32m, Le Havre : 0.39m, Roscoff : 0.21m, Le Conquet : 0.26m, Brest: 0.17m, Port-Tudy : 0.29m, Saint Nazaire: 0.02m, La Rochelle - La Pallice: 0.63, Boucau : 0.10m, Socoa : 0.26"
