"pays","longitude","latitude","eve_jour","eve_mois","eve_annee","imp_descriptif","sou_descriptif_evenement","imp_bati","imp_ouvrage_protection","imp_infrastructure_port","imp_mer","imp_reseau_transport","imp_autre_reseau","imp_foncier_agricole","imp_cote","imp_infrastructure_public","imp_vegetation","imp_degat_humain","imp_risque_techno"
"France","-3.302711917567834","47.71810101546159",27,1,1936,"Ce matin, toutes les parties basses de Riantec ont été submergées [...]Dans la mer de Gavres, l'île Kerner fut en grande partie noyée de mer qui rendra pour longtemps les terres incultes, Grave préjudice pour tous les pêcheurs y laissant leurs modestes récoltes.","La mer a déferlé cette nuit sur la propriété Aubert à Toulhars, Un petit pavillon situé à l'angle de la propriété a été sérieusement ébranlé et menace de s'écrouler, Le chemin de Toulhars à la Nourriguel a été submergé, [...] Tout le long de la côte de Larmor on signale des incidents de même genre, Lorient, dans les premières heures de la matinée, a connu un raz-de-marée [...], La grande marée devait monter ce matin à 5h40 à une hauteur de 5m30, Or, l'eau atteignit brusquement, 6m10, Le vent avait soufflé fort cette nuit, La tempête avait chassé devant elle le flot, C'est à cinq heures qu'il envahit les quais, A partir de six heures, il retourna en son lit naturel, laissant derrière lui des décombres multiples et variés mais demeure dans les caves, magasins et habitations avoisinant le quai Rohan et l'appontement [,,,], Les ouvriers constatèrent que le carrefour des rues Voltaire et Amiral Courbet et une partie de la Place de la République où se font actuellement des travaux d'aménagement étaient recouverte d'une nappe d'eau de 50 centimètres, A cinq heures trente, l'eau avait recouvert le quai par lequel se termine la place Jules-Ferry , elle demeura longtemps encore dans tout le quartier qui constituait autrefois l'ancien étang du Faouëdic [...], Aux entrepôts de la Chambre de Commerce : tout le long des quais de Rohan, nous entendons les doléances des habitants du voisinage, A partir du Pont-Tournant, les plaintes sont à peu près identiques : « L'eau inonde nos caves, elle est actuellement à hauteur du plancher du rez-de-chaussée » [...], Les magasins généraux de la Chambre de Commerce sont inondés [...], Pour se rendre aux magasins il faut traverser un véritable lac de 75 centimètres de profondeur, La hauteur de l'eau est équivalente dans les entrepôts, Le logement du concierge a été sérieusement menacé, Il est heureusement indemne [...], Ce n'est qu'après le travail des pompiers que l'on pourra entrer dans les entrepôts et connaître l'étendue des dégâts, Ils seront certainement importants, Le long de l'appontement : M, Le Garrec [...], son logement, situé dans le chantier était totalement inondé, L'eau faisait flotter son lit dans la chambre à coucher, Plus loin c'est le chantier de M, Marlet qui offre un spectacle lamentable, Il faudrait des bottes pour y pénétrer, M, Kottel [...], à cinq heures, ce matin, l'eau a envahi son logement, Il est dix heures et il a encore près d'un mètre d'eau dans sa cuisine, Les meubles ont été déménagés et sont dans la cour, en plein vent, D'autres habitants du quartier sont dans le même cas, M, Danet, ouvrier aux ateliers municipaux, a été littéralement bloqué chez lui par l'inondation, Toutes les ménagères ont la même plainte : « notre literie est perdue, il va falloir la renouveler complètement », Ce fut un bien triste réveil ! Mais M, Danet ne pense pas qu'à son infortune, il est surtout préoccupé par les machines outils, dont la charge lui a été confiée, A l'ancienne criée : les ateliers municipaux ont été installés sur l'initiative de M, Dréan, alors adjoint aux travaux dans les bâtiments de l'ancienne criée, L'eau y a complètement détérioré les machines, Tout le travail y est rendu impossible et cela pendant plusieurs jours, Dans les rues de la Nouvelle-Ville : Rue Carnot et rue Voltaire, toutes les caves ont été inondées, Les propriétaires ont pu évacuer l'eau par leurs propres moyens, A dix heures du matin, ce travail était à peu près complètement effectué, Une averse violente coïncida avec le raz-de-marée : Entre cinq heures et six heures, au moment où la mer envahissait les quais, une averse torrentielle s'abattit en trombe sur la ville, augmentant encore, si possible, le désarroi dans lequel se trouvaient tous les sinistrés, Au chantier Fasola : le chantier Fasola se trouve le long du quai de l'appontement, Par suite du raz-de-marée, ses réserves de bois ont été sérieusement endommagées [...], Au port de guerre : l'eau pendant plus d'une heure, a recouvert les quais aux abords du pont Gueydon, On ne signale aucun dégât matériel important, [...] Circulation interrompue à Hennebont, Aux premières heures de la matinée, la marée a envahi les quais d'Hennebont, Pendant quelques heures, la circulation a été rendue impossible et les autocars durent s'arrêter à l'entrée de la ville, à la croix-verte [...] Ce matin, toutes les parties basses de Riantec ont été submergées [...]Dans la mer de Gavres, l'île Kerner fut en grande partie noyée de mer qui rendra pour longtemps les terres incultes, Grave préjudice pour tous les pêcheurs y laissant leurs modestes récoltes [...] Nous nous sommes inquiétés de savoir si la presqu'île de Quiberon dont la situation est assez précaire avait été touchée, On y a constaté une brusque tempête mais la marée n'a pas été aussi poussée que dans la région de Lorient",NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL,NULL
"France","-3.3913127282996243","47.71600959626602",27,1,1936,"La mer a déferlé cette nuit sur la propriété Aubert à Toulhars, Un petit pavillon situé à l'angle de la propriété a été sérieusement ébranlé et menace de s'écrouler, Le chemin de Toulhars à la Nourriguel a été submergé.","La mer a déferlé cette nuit sur la propriété Aubert à Toulhars, Un petit pavillon situé à l'angle de la propriété a été sérieusement ébranlé et menace de s'écrouler, Le chemin de Toulhars à la Nourriguel a été submergé, [...] Tout le long de la côte de Larmor on signale des incidents de même genre, Lorient, dans les premières heures de la matinée, a connu un raz-de-marée [...], La grande marée devait monter ce matin à 5h40 à une hauteur de 5m30, Or, l'eau atteignit brusquement, 6m10, Le vent avait soufflé fort cette nuit, La tempête avait chassé devant elle le flot, C'est à cinq heures qu'il envahit les quais, A partir de six heures, il retourna en son lit naturel, laissant derrière lui des décombres multiples et variés mais demeure dans les caves, magasins et habitations avoisinant le quai Rohan et l'appontement [,,,], Les ouvriers constatèrent que le carrefour des rues Voltaire et Amiral Courbet et une partie de la Place de la République où se font actuellement des travaux d'aménagement étaient recouverte d'une nappe d'eau de 50 centimètres, A cinq heures trente, l'eau avait recouvert le quai par lequel se termine la place Jules-Ferry , elle demeura longtemps encore dans tout le quartier qui constituait autrefois l'ancien étang du Faouëdic [...], Aux entrepôts de la Chambre de Commerce : tout le long des quais de Rohan, nous entendons les doléances des habitants du voisinage, A partir du Pont-Tournant, les plaintes sont à peu près identiques : « L'eau inonde nos caves, elle est actuellement à hauteur du plancher du rez-de-chaussée » [...], Les magasins généraux de la Chambre de Commerce sont inondés [...], Pour se rendre aux magasins il faut traverser un véritable lac de 75 centimètres de profondeur, La hauteur de l'eau est équivalente dans les entrepôts, Le logement du concierge a été sérieusement menacé, Il est heureusement indemne [...], Ce n'est qu'après le travail des pompiers que l'on pourra entrer dans les entrepôts et connaître l'étendue des dégâts, Ils seront certainement importants, Le long de l'appontement : M, Le Garrec [...], son logement, situé dans le chantier était totalement inondé, L'eau faisait flotter son lit dans la chambre à coucher, Plus loin c'est le chantier de M, Marlet qui offre un spectacle lamentable, Il faudrait des bottes pour y pénétrer, M, Kottel [...], à cinq heures, ce matin, l'eau a envahi son logement, Il est dix heures et il a encore près d'un mètre d'eau dans sa cuisine, Les meubles ont été déménagés et sont dans la cour, en plein vent, D'autres habitants du quartier sont dans le même cas, M, Danet, ouvrier aux ateliers municipaux, a été littéralement bloqué chez lui par l'inondation, Toutes les ménagères ont la même plainte : « notre literie est perdue, il va falloir la renouveler complètement », Ce fut un bien triste réveil ! Mais M, Danet ne pense pas qu'à son infortune, il est surtout préoccupé par les machines outils, dont la charge lui a été confiée, A l'ancienne criée : les ateliers municipaux ont été installés sur l'initiative de M, Dréan, alors adjoint aux travaux dans les bâtiments de l'ancienne criée, L'eau y a complètement détérioré les machines, Tout le travail y est rendu impossible et cela pendant plusieurs jours, Dans les rues de la Nouvelle-Ville : Rue Carnot et rue Voltaire, toutes les caves ont été inondées, Les propriétaires ont pu évacuer l'eau par leurs propres moyens, A dix heures du matin, ce travail était à peu près complètement effectué, Une averse violente coïncida avec le raz-de-marée : Entre cinq heures et six heures, au moment où la mer envahissait les quais, une averse torrentielle s'abattit en trombe sur la ville, augmentant encore, si possible, le désarroi dans lequel se trouvaient tous les sinistrés, Au chantier Fasola : le chantier Fasola se trouve le long du quai de l'appontement, Par suite du raz-de-marée, ses réserves de bois ont été sérieusement endommagées [...], Au port de guerre : l'eau pendant plus d'une heure, a recouvert les quais aux abords du pont Gueydon, On ne signale aucun dégât matériel important, [...] Circulation interrompue à Hennebont, Aux premières heures de la matinée, la marée a envahi les quais d'Hennebont, Pendant quelques heures, la circulation a été rendue impossible et les autocars durent s'arrêter à l'entrée de la ville, à la croix-verte [...] Ce matin, toutes les parties basses de Riantec ont été submergées [...]Dans la mer de Gavres, l'île Kerner fut en grande partie noyée de mer qui rendra pour longtemps les terres incultes, Grave préjudice pour tous les pêcheurs y laissant leurs modestes récoltes [...] Nous nous sommes inquiétés de savoir si la presqu'île de Quiberon dont la situation est assez précaire avait été touchée, On y a constaté une brusque tempête mais la marée n'a pas été aussi poussée que dans la région de Lorient",NULL,NULL,NULL,NULL,True,NULL,True,NULL,NULL,NULL,NULL,NULL
"France","-3.1228501831892572","47.487977398438375",27,1,1936,"Nous nous sommes inquiétés de savoir si la presqu'île de Quiberon dont la situation est assez précaire avait été touchée, On y a constaté une brusque tempête mais la marée n'a pas été aussi poussée que dans la région de Lorient.","La mer a déferlé cette nuit sur la propriété Aubert à Toulhars, Un petit pavillon situé à l'angle de la propriété a été sérieusement ébranlé et menace de s'écrouler, Le chemin de Toulhars à la Nourriguel a été submergé, [...] Tout le long de la côte de Larmor on signale des incidents de même genre, Lorient, dans les premières heures de la matinée, a connu un raz-de-marée [...], La grande marée devait monter ce matin à 5h40 à une hauteur de 5m30, Or, l'eau atteignit brusquement, 6m10, Le vent avait soufflé fort cette nuit, La tempête avait chassé devant elle le flot, C'est à cinq heures qu'il envahit les quais, A partir de six heures, il retourna en son lit naturel, laissant derrière lui des décombres multiples et variés mais demeure dans les caves, magasins et habitations avoisinant le quai Rohan et l'appontement [,,,], Les ouvriers constatèrent que le carrefour des rues Voltaire et Amiral Courbet et une partie de la Place de la République où se font actuellement des travaux d'aménagement étaient recouverte d'une nappe d'eau de 50 centimètres, A cinq heures trente, l'eau avait recouvert le quai par lequel se termine la place Jules-Ferry , elle demeura longtemps encore dans tout le quartier qui constituait autrefois l'ancien étang du Faouëdic [...], Aux entrepôts de la Chambre de Commerce : tout le long des quais de Rohan, nous entendons les doléances des habitants du voisinage, A partir du Pont-Tournant, les plaintes sont à peu près identiques : « L'eau inonde nos caves, elle est actuellement à hauteur du plancher du rez-de-chaussée » [...], Les magasins généraux de la Chambre de Commerce sont inondés [...], Pour se rendre aux magasins il faut traverser un véritable lac de 75 centimètres de profondeur, La hauteur de l'eau est équivalente dans les entrepôts, Le logement du concierge a été sérieusement menacé, Il est heureusement indemne [...], Ce n'est qu'après le travail des pompiers que l'on pourra entrer dans les entrepôts et connaître l'étendue des dégâts, Ils seront certainement importants, Le long de l'appontement : M, Le Garrec [...], son logement, situé dans le chantier était totalement inondé, L'eau faisait flotter son lit dans la chambre à coucher, Plus loin c'est le chantier de M, Marlet qui offre un spectacle lamentable, Il faudrait des bottes pour y pénétrer, M, Kottel [...], à cinq heures, ce matin, l'eau a envahi son logement, Il est dix heures et il a encore près d'un mètre d'eau dans sa cuisine, Les meubles ont été déménagés et sont dans la cour, en plein vent, D'autres habitants du quartier sont dans le même cas, M, Danet, ouvrier aux ateliers municipaux, a été littéralement bloqué chez lui par l'inondation, Toutes les ménagères ont la même plainte : « notre literie est perdue, il va falloir la renouveler complètement », Ce fut un bien triste réveil ! Mais M, Danet ne pense pas qu'à son infortune, il est surtout préoccupé par les machines outils, dont la charge lui a été confiée, A l'ancienne criée : les ateliers municipaux ont été installés sur l'initiative de M, Dréan, alors adjoint aux travaux dans les bâtiments de l'ancienne criée, L'eau y a complètement détérioré les machines, Tout le travail y est rendu impossible et cela pendant plusieurs jours, Dans les rues de la Nouvelle-Ville : Rue Carnot et rue Voltaire, toutes les caves ont été inondées, Les propriétaires ont pu évacuer l'eau par leurs propres moyens, A dix heures du matin, ce travail était à peu près complètement effectué, Une averse violente coïncida avec le raz-de-marée : Entre cinq heures et six heures, au moment où la mer envahissait les quais, une averse torrentielle s'abattit en trombe sur la ville, augmentant encore, si possible, le désarroi dans lequel se trouvaient tous les sinistrés, Au chantier Fasola : le chantier Fasola se trouve le long du quai de l'appontement, Par suite du raz-de-marée, ses réserves de bois ont été sérieusement endommagées [...], Au port de guerre : l'eau pendant plus d'une heure, a recouvert les quais aux abords du pont Gueydon, On ne signale aucun dégât matériel important, [...] Circulation interrompue à Hennebont, Aux premières heures de la matinée, la marée a envahi les quais d'Hennebont, Pendant quelques heures, la circulation a été rendue impossible et les autocars durent s'arrêter à l'entrée de la ville, à la croix-verte [...] Ce matin, toutes les parties basses de Riantec ont été submergées [...]Dans la mer de Gavres, l'île Kerner fut en grande partie noyée de mer qui rendra pour longtemps les terres incultes, Grave préjudice pour tous les pêcheurs y laissant leurs modestes récoltes [...] Nous nous sommes inquiétés de savoir si la presqu'île de Quiberon dont la situation est assez précaire avait été touchée, On y a constaté une brusque tempête mais la marée n'a pas été aussi poussée que dans la région de Lorient",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-3.2705808327390855","47.80740515252592",27,1,1936,"Circulation interrompue à Hennebont, Aux premières heures de la matinée, la marée a envahi les quais d'Hennebont, Pendant quelques heures, la circulation a été rendue impossible et les autocars durent s'arrêter à l'entrée de la ville, à la croix-verte [...]","La mer a déferlé cette nuit sur la propriété Aubert à Toulhars, Un petit pavillon situé à l'angle de la propriété a été sérieusement ébranlé et menace de s'écrouler, Le chemin de Toulhars à la Nourriguel a été submergé, [...] Tout le long de la côte de Larmor on signale des incidents de même genre, Lorient, dans les premières heures de la matinée, a connu un raz-de-marée [...], La grande marée devait monter ce matin à 5h40 à une hauteur de 5m30, Or, l'eau atteignit brusquement, 6m10, Le vent avait soufflé fort cette nuit, La tempête avait chassé devant elle le flot, C'est à cinq heures qu'il envahit les quais, A partir de six heures, il retourna en son lit naturel, laissant derrière lui des décombres multiples et variés mais demeure dans les caves, magasins et habitations avoisinant le quai Rohan et l'appontement [,,,], Les ouvriers constatèrent que le carrefour des rues Voltaire et Amiral Courbet et une partie de la Place de la République où se font actuellement des travaux d'aménagement étaient recouverte d'une nappe d'eau de 50 centimètres, A cinq heures trente, l'eau avait recouvert le quai par lequel se termine la place Jules-Ferry , elle demeura longtemps encore dans tout le quartier qui constituait autrefois l'ancien étang du Faouëdic [...], Aux entrepôts de la Chambre de Commerce : tout le long des quais de Rohan, nous entendons les doléances des habitants du voisinage, A partir du Pont-Tournant, les plaintes sont à peu près identiques : « L'eau inonde nos caves, elle est actuellement à hauteur du plancher du rez-de-chaussée » [...], Les magasins généraux de la Chambre de Commerce sont inondés [...], Pour se rendre aux magasins il faut traverser un véritable lac de 75 centimètres de profondeur, La hauteur de l'eau est équivalente dans les entrepôts, Le logement du concierge a été sérieusement menacé, Il est heureusement indemne [...], Ce n'est qu'après le travail des pompiers que l'on pourra entrer dans les entrepôts et connaître l'étendue des dégâts, Ils seront certainement importants, Le long de l'appontement : M, Le Garrec [...], son logement, situé dans le chantier était totalement inondé, L'eau faisait flotter son lit dans la chambre à coucher, Plus loin c'est le chantier de M, Marlet qui offre un spectacle lamentable, Il faudrait des bottes pour y pénétrer, M, Kottel [...], à cinq heures, ce matin, l'eau a envahi son logement, Il est dix heures et il a encore près d'un mètre d'eau dans sa cuisine, Les meubles ont été déménagés et sont dans la cour, en plein vent, D'autres habitants du quartier sont dans le même cas, M, Danet, ouvrier aux ateliers municipaux, a été littéralement bloqué chez lui par l'inondation, Toutes les ménagères ont la même plainte : « notre literie est perdue, il va falloir la renouveler complètement », Ce fut un bien triste réveil ! Mais M, Danet ne pense pas qu'à son infortune, il est surtout préoccupé par les machines outils, dont la charge lui a été confiée, A l'ancienne criée : les ateliers municipaux ont été installés sur l'initiative de M, Dréan, alors adjoint aux travaux dans les bâtiments de l'ancienne criée, L'eau y a complètement détérioré les machines, Tout le travail y est rendu impossible et cela pendant plusieurs jours, Dans les rues de la Nouvelle-Ville : Rue Carnot et rue Voltaire, toutes les caves ont été inondées, Les propriétaires ont pu évacuer l'eau par leurs propres moyens, A dix heures du matin, ce travail était à peu près complètement effectué, Une averse violente coïncida avec le raz-de-marée : Entre cinq heures et six heures, au moment où la mer envahissait les quais, une averse torrentielle s'abattit en trombe sur la ville, augmentant encore, si possible, le désarroi dans lequel se trouvaient tous les sinistrés, Au chantier Fasola : le chantier Fasola se trouve le long du quai de l'appontement, Par suite du raz-de-marée, ses réserves de bois ont été sérieusement endommagées [...], Au port de guerre : l'eau pendant plus d'une heure, a recouvert les quais aux abords du pont Gueydon, On ne signale aucun dégât matériel important, [...] Circulation interrompue à Hennebont, Aux premières heures de la matinée, la marée a envahi les quais d'Hennebont, Pendant quelques heures, la circulation a été rendue impossible et les autocars durent s'arrêter à l'entrée de la ville, à la croix-verte [...] Ce matin, toutes les parties basses de Riantec ont été submergées [...]Dans la mer de Gavres, l'île Kerner fut en grande partie noyée de mer qui rendra pour longtemps les terres incultes, Grave préjudice pour tous les pêcheurs y laissant leurs modestes récoltes [...] Nous nous sommes inquiétés de savoir si la presqu'île de Quiberon dont la situation est assez précaire avait été touchée, On y a constaté une brusque tempête mais la marée n'a pas été aussi poussée que dans la région de Lorient",NULL,NULL,True,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-3.378831036722829","47.750261137042",27,1,1936,"C'est à cinq heures qu'il envahit les quais, A partir de six heures, il retourna en son lit naturel, laissant derrière lui des décombres multiples et variés mais demeure dans les caves, magasins et habitations avoisinant le quai Rohan et l'appontement [,,,], Les ouvriers constatèrent que le carrefour des rues Voltaire et Amiral Courbet et une partie de la Place de la République où se font actuellement des travaux d'aménagement étaient recouverte d'une nappe d'eau de 50 centimètres, A cinq heures trente, l'eau avait recouvert le quai par lequel se termine la place Jules-Ferry , elle demeura longtemps encore dans tout le quartier qui constituait autrefois l'ancien étang du Faouëdic [...], Aux entrepôts de la Chambre de Commerce : tout le long des quais de Rohan, nous entendons les doléances des habitants du voisinage, A partir du Pont-Tournant, les plaintes sont à peu près identiques : « L'eau inonde nos caves, elle est actuellement à hauteur du plancher du rez-de-chaussée » [...], Les magasins généraux de la Chambre de Commerce sont inondés [...], Pour se rendre aux magasins il faut traverser un véritable lac de 75 centimètres de profondeur, La hauteur de l'eau est équivalente dans les entrepôts, Le logement du concierge a été sérieusement menacé, Il est heureusement indemne [...], Ce n'est qu'après le travail des pompiers que l'on pourra entrer dans les entrepôts et connaître l'étendue des dégâts, Ils seront certainement importants, Le long de l'appontement : M, Le Garrec [...], son logement, situé dans le chantier était totalement inondé, L'eau faisait flotter son lit dans la chambre à coucher, Plus loin c'est le chantier de M, Marlet qui offre un spectacle lamentable, Il faudrait des bottes pour y pénétrer, M, Kottel [...], à cinq heures, ce matin, l'eau a envahi son logement, Il est dix heures et il a encore près d'un mètre d'eau dans sa cuisine, Les meubles ont été déménagés et sont dans la cour, en plein vent, D'autres habitants du quartier sont dans le même cas, M, Danet, ouvrier aux ateliers municipaux, a été littéralement bloqué chez lui par l'inondation, Toutes les ménagères ont la même plainte : « notre literie est perdue, il va falloir la renouveler complètement », Ce fut un bien triste réveil ! Mais M, Danet ne pense pas qu'à son infortune, il est surtout préoccupé par les machines outils, dont la charge lui a été confiée, A l'ancienne criée : les ateliers municipaux ont été installés sur l'initiative de M, Dréan, alors adjoint aux travaux dans les bâtiments de l'ancienne criée, L'eau y a complètement détérioré les machines, Tout le travail y est rendu impossible et cela pendant plusieurs jours, Dans les rues de la Nouvelle-Ville : Rue Carnot et rue Voltaire, toutes les caves ont été inondées, Les propriétaires ont pu évacuer l'eau par leurs propres moyens, A dix heures du matin, ce travail était à peu près complètement effectué, Une averse violente coïncida avec le raz-de-marée : Entre cinq heures et six heures, au moment où la mer envahissait les quais, une averse torrentielle s'abattit en trombe sur la ville, augmentant encore, si possible, le désarroi dans lequel se trouvaient tous les sinistrés, Au chantier Fasola : le chantier Fasola se trouve le long du quai de l'appontement, Par suite du raz-de-marée, ses réserves de bois ont été sérieusement endommagées [...], Au port de guerre : l'eau pendant plus d'une heure, a recouvert les quais aux abords du pont Gueydon, On ne signale aucun dégât matériel important.""","La mer a déferlé cette nuit sur la propriété Aubert à Toulhars, Un petit pavillon situé à l'angle de la propriété a été sérieusement ébranlé et menace de s'écrouler, Le chemin de Toulhars à la Nourriguel a été submergé, [...] Tout le long de la côte de Larmor on signale des incidents de même genre, Lorient, dans les premières heures de la matinée, a connu un raz-de-marée [...], La grande marée devait monter ce matin à 5h40 à une hauteur de 5m30, Or, l'eau atteignit brusquement, 6m10, Le vent avait soufflé fort cette nuit, La tempête avait chassé devant elle le flot, C'est à cinq heures qu'il envahit les quais, A partir de six heures, il retourna en son lit naturel, laissant derrière lui des décombres multiples et variés mais demeure dans les caves, magasins et habitations avoisinant le quai Rohan et l'appontement [,,,], Les ouvriers constatèrent que le carrefour des rues Voltaire et Amiral Courbet et une partie de la Place de la République où se font actuellement des travaux d'aménagement étaient recouverte d'une nappe d'eau de 50 centimètres, A cinq heures trente, l'eau avait recouvert le quai par lequel se termine la place Jules-Ferry , elle demeura longtemps encore dans tout le quartier qui constituait autrefois l'ancien étang du Faouëdic [...], Aux entrepôts de la Chambre de Commerce : tout le long des quais de Rohan, nous entendons les doléances des habitants du voisinage, A partir du Pont-Tournant, les plaintes sont à peu près identiques : « L'eau inonde nos caves, elle est actuellement à hauteur du plancher du rez-de-chaussée » [...], Les magasins généraux de la Chambre de Commerce sont inondés [...], Pour se rendre aux magasins il faut traverser un véritable lac de 75 centimètres de profondeur, La hauteur de l'eau est équivalente dans les entrepôts, Le logement du concierge a été sérieusement menacé, Il est heureusement indemne [...], Ce n'est qu'après le travail des pompiers que l'on pourra entrer dans les entrepôts et connaître l'étendue des dégâts, Ils seront certainement importants, Le long de l'appontement : M, Le Garrec [...], son logement, situé dans le chantier était totalement inondé, L'eau faisait flotter son lit dans la chambre à coucher, Plus loin c'est le chantier de M, Marlet qui offre un spectacle lamentable, Il faudrait des bottes pour y pénétrer, M, Kottel [...], à cinq heures, ce matin, l'eau a envahi son logement, Il est dix heures et il a encore près d'un mètre d'eau dans sa cuisine, Les meubles ont été déménagés et sont dans la cour, en plein vent, D'autres habitants du quartier sont dans le même cas, M, Danet, ouvrier aux ateliers municipaux, a été littéralement bloqué chez lui par l'inondation, Toutes les ménagères ont la même plainte : « notre literie est perdue, il va falloir la renouveler complètement », Ce fut un bien triste réveil ! Mais M, Danet ne pense pas qu'à son infortune, il est surtout préoccupé par les machines outils, dont la charge lui a été confiée, A l'ancienne criée : les ateliers municipaux ont été installés sur l'initiative de M, Dréan, alors adjoint aux travaux dans les bâtiments de l'ancienne criée, L'eau y a complètement détérioré les machines, Tout le travail y est rendu impossible et cela pendant plusieurs jours, Dans les rues de la Nouvelle-Ville : Rue Carnot et rue Voltaire, toutes les caves ont été inondées, Les propriétaires ont pu évacuer l'eau par leurs propres moyens, A dix heures du matin, ce travail était à peu près complètement effectué, Une averse violente coïncida avec le raz-de-marée : Entre cinq heures et six heures, au moment où la mer envahissait les quais, une averse torrentielle s'abattit en trombe sur la ville, augmentant encore, si possible, le désarroi dans lequel se trouvaient tous les sinistrés, Au chantier Fasola : le chantier Fasola se trouve le long du quai de l'appontement, Par suite du raz-de-marée, ses réserves de bois ont été sérieusement endommagées [...], Au port de guerre : l'eau pendant plus d'une heure, a recouvert les quais aux abords du pont Gueydon, On ne signale aucun dégât matériel important, [...] Circulation interrompue à Hennebont, Aux premières heures de la matinée, la marée a envahi les quais d'Hennebont, Pendant quelques heures, la circulation a été rendue impossible et les autocars durent s'arrêter à l'entrée de la ville, à la croix-verte [...] Ce matin, toutes les parties basses de Riantec ont été submergées [...]Dans la mer de Gavres, l'île Kerner fut en grande partie noyée de mer qui rendra pour longtemps les terres incultes, Grave préjudice pour tous les pêcheurs y laissant leurs modestes récoltes [...] Nous nous sommes inquiétés de savoir si la presqu'île de Quiberon dont la situation est assez précaire avait été touchée, On y a constaté une brusque tempête mais la marée n'a pas été aussi poussée que dans la région de Lorient",True,NULL,True,NULL,True,NULL,NULL,NULL,True,NULL,NULL,NULL
"France","-3.1228501831892572","47.487977398438375",19,2,1936,"[...] une profonde cavité s'est creusée dans l'extrémité de la jetée du port d'Orange, [...]","La jetée du port est en danger, Par suite de la tempête une profonde cavité s'est creusée dans l'extrémité de la jetée du port d'Orange, On craint que les fortes marées de fin de semaine ne viennent aggraver la situation",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-3.378831036722829","47.750261137042",19,2,1936,"[...] une partie des constructions situées à proximité et dans l'Est du Château de Kéroman, s'est écroulée,","Par lettre du 2 avril dernier, M, l'administrateur Directeur Général de la société concessionnaire du Port de Pêche de Lorient a informé notre service qu'au cours de la tempête du 19 février dernier une partie des constructions situées à proximité et dans l'Est du Château de Kéroman, s'est écroulée,",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","2.337022941955354","51.03056862164476",1,12,1936,"[...] la Digue de Malo-Terminus a subi des avaries particulièrement graves au cours de la violente tempête du 1er Décembre 1936 [...]","Monsieur le Maire rappelle que la Digue de Malo-Terminus a subi des avaries particulièrement graves au cours de la violente tempête du 1er Décembre 1936 pendant laquelle la cote de la pleine mer a dépassé de plus de un mètre le niveau prévu à l'annuaire des marées",NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"-1.1690867158790752","46.018444630115766",NULL,NULL,1936,"Ile d'Aix. une tempête au printemps 1936","Ile d'Aix. une tempête au printemps 1936",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"France","-4.0176138446030905","47.87881592391591",27,1,1937,"Des inondations ont été observées aux Sables Blancs à Concarneau, ainsi que sur le cordon dunaire entre Beg-Meil et Loctudy","Depuis le 16 janvier, la situation météorologique est très agitée sur l'Atlantique-Nord comme le relève le climatologiste anglais Hubert Lamb dans son ouvrage « Historic Storms of the North Sea, British Isles and the Nortwest Europe ». La dépression qui se creuse à partir du 26 dans le nord des Açores va engendrer une violente tempête sur le littoral marocain et portugais le 27 et en remontant vers le golfe de Gascogne, en se comblant lentement, occasionnera une submersion marine sur le Sud-Bretagne dans la nuit du 27 au 28.La dépression ralentit pour venir stationner au sud de la Bretagne. Entre 00 et 06UTC elle rentre en phase avec la pleine mer (coefficient 98) et crée une submersion sur le littoral de Penmarc'h à Trévignon et le secteur de Lorient. Des inondations ont été observées aux Sables Blancs à Concarneau, ainsi que sur le cordon dunaire entre Beg-Meil et Loctudy. Une pression de 729 mm de Hg et une surcote de 75 cm ont été enregistrées à Lorient (Ouest-Eclair du 29 janvier)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,NULL
